0369053,"Separate Lies",6.5
0106226,"The Age of Innocence",7.2
2388715,"Oculus",6.5
0168446,"Aberdeen",7.3
0856778,"Clubbed",6.9
0114462,"The Skateboard Kid II",3.8
0369610,"Jurassic World",7.1
0254099,"The Anniversary Party",6.4
1758795,"The To Do List",5.8
1244754,"Conviction",7.2
0107048,"Groundhog Day",8.1
1730687,"Darling Companion",5.1
1792647,"Cirque du Soleil: Worlds Away",6.8
0111507,"Trois couleurs: Blanc",7.7
1145157,"The Jerk Theory",5.6
1272886,"Small Apartments",6.1
0285879,"Passionada",6.2
0457495,"Stormbreaker",5.1
1517177,"3",6.8
0382357,"Land of Plenty",6.5
0107027,"Gojira VS Mekagojira",6.6
1630564,"Sacrifice",4.4
0420982,"Zhmurki",7.2
2891174,"99 Homes",7.1
0120157,"Soldier",6.0
0107130,"A Home of Our Own",7.0
1337103,"The Erotic Man",4.3
0995857,"Mr. Bones 2: Back from the Past",4.6
2977672,"Chocolate Strawberry Vanilla",5.5
1374990,"The Prodigies",5.9
0391483,"Take Out",7.0
0153866,"Wirey Spindell",4.6
0462579,"The Treatment",5.9
0433383,"Good Night, and Good Luck.",7.5
0472582,"2:37",6.9
0130019,"I Love You, Don't Touch Me!",5.4
0259288,"Dragonfly",6.1
0329774,"xXx: State of the Union",4.3
0433387,"Harsh Times",7.0
0266697,"Kill Bill: Vol. 1",8.1
0117561,"Schizopolis",7.1
2554270,"Ta-weo",6.5
0112302,"Tom and Huck",5.6
0465670,"Wilderness",6.2
2082415,"Saints and Soldiers: Airborne Creed",5.6
2106670,"Do-nui mat",5.8
0166396,"Waking Ned",7.4
0117918,"Tin Cup",6.3
1894476,"How I Live Now",6.5
0328099,"Malibu's Most Wanted",5.1
0296166,"Real Women Have Curves",7.0
0101969,"Grand Canyon",6.9
0319829,"Masked and Anonymous",5.5
0183808,"Spanish Judges",5.2
1484521,"30 Beats",4.1
0242998,"Valentine",4.7
0444505,"Torrente 3: El protector",5.5
0118750,"Booty Call",5.3
0112563,"Born Wild",4.5
0099575,"Fire Birds",4.6
1536044,"Paranormal Activity 2",5.7
0315459,"Dallas 362",6.2
0104897,"Mo' Money",5.4
1142977,"Frankenweenie",7.0
0829459,"A Mighty Heart",6.7
1292652,"Holy Water",5.9
0385267,"In Good Company",6.5
3713030,"I Am Michael",6.0
0267804,"The One",5.9
0105790,"Waterland",6.7
1718158,"Generation Um...",4.0
1727776,"Scouts Guide to the Zombie Apocalypse",6.3
1985196,"Altergeist",3.9
1293561,"Gingerdead Man 3: Saturday Night Cleaver",3.9
1518812,"Meek's Cutoff",6.5
1361313,"The Extra Man",5.9
4048668,"Band of Robbers",5.8
1090674,"Opposite Day",4.3
0104409,"Hellraiser III: Hell on Earth",5.4
0102070,"Hudson Hawk",5.7
0113730,"Madagascar Skin",6.4
1995341,"It's a Disaster",6.5
0431021,"The Possession",5.9
0194722,"Bridge of Dragons",4.6
0104575,"Just Another Girl on the I.R.T.",6.3
0138987,"20 Dates",5.3
3181776,"Momentum",5.5
0117781,"The Sunchaser",6.2
0216772,"Turn It Up",4.4
1223893,"Storage",5.7
0970926,"The Chosen One",4.6
2631072,"The Activist",5.6
0102733,"Pyrates",4.8
2828954,"7 Minutes",5.0
0380599,"Oliver Twist",6.9
0117438,"Ransom",6.6
0392878,"The Onion Movie",6.3
0790665,"Flood",4.8
0120655,"Dogma",7.4
0099166,"Book of Love",6.1
0405336,"Southland Tales",5.5
2241471,"Revenant",4.4
0416508,"Becoming Jane",7.1
0138590,"The Man with Rain in His Shoes",6.5
0116277,"The Fan",5.8
1294212,"Shit Year",5.8
0195778,"Here on Earth",5.1
1029364,"Roanoke: The Lost Colony",5.4
0131369,"Edtv",6.1
1602575,"The Son of an Afghan Farmer",7.4
0337917,"Catch That Kid",5.2
1714203,"Piranha 3DD",3.8
0800228,"Swedish Auto",6.1
0472050,"Bart Got a Room",5.7
0283027,"Swimming Pool - Der Tod feiert mit",4.2
1568929,"The Mooring",4.4
0119845,"Other Voices, Other Rooms",6.3
2302969,"We Are the Freaks",4.7
0283952,"Blue Hill Avenue",6.5
0399862,"End of the Spear",7.0
2542502,"Something Good: The Mercury Factor",3.8
0290210,"Max",6.6
1561768,"Essential Killing",6.1
0163318,"A Table for One",5.3
1396523,"Revenge of the Green Dragons",5.3
1200273,"Spooner",5.8
0119434,"Just Write",6.4
0999872,"Christmas Cottage",6.5
0204946,"Bring It On",5.9
1322312,"Going the Distance",6.4
2027265,"Une vie meilleure",6.6
0110405,"Lucky Break",6.2
0116953,"Mad Dog Time",5.5
2071582,"Skumringslandet",5.4
1075749,"Reykjavik Whale Watching Massacre",4.9
0473356,"The Flock",5.7
0286716,"Hulk",5.7
0292506,"The Recruit",6.6
3877296,"The Cokeville Miracle",4.8
0099141,"Bird on a Wire",5.9
1217209,"Brave",7.2
0114753,"Two Bits",6.3
1499213,"Bye-Bye Bin Laden",4.2
0795351,"Case 39",6.2
0454084,"Blind Dating",6.1
0317132,"Because of Winn-Dixie",6.4
0274309,"24 Hour Party People",7.4
3280916,"The Atticus Institute",5.4
2090488,"Down and Dangerous",5.2
0315327,"Bruce Almighty",6.7
0937237,"Redacted",6.2
0202402,"Whatever It Takes",5.5
3569230,"Legend",7.0
1763256,"Mischief Night",5.0
0107290,"Jurassic Park",8.1
2870808,"Life Partners",6.2
2822578,"Gravy",5.5
0110965,"Relative Fear",5.7
0417871,"Klimt",5.2
0119557,"The Locusts",6.2
1313139,"The Oranges",5.9
2317090,"Someone to Love",5.9
0278731,"Spider",6.9
0231448,"Deuces Wild",5.6
0815244,"Sydney White",6.3
1841642,"Demonic",5.3
1856014,"Hamilton: I nationens intresse",6.3
0094900,"Committed",4.9
0139615,"Slam",7.2
1931435,"The Big Wedding",5.6
0104928,"Mr. Saturday Night",5.8
0286493,"The Badge",6.2
2555652,"Forever",4.9
1396226,"Venuto al mondo",7.4
0113243,"Hackers",6.2
0490181,"Mutant Chronicles",5.2
0756618,"Arc",6.4
0118720,"Bikini Summer III: South Beach Heat",3.1
0395585,"House of 9",5.6
0120414,"Underworld",4.9
0120318,"That Old Feeling",6.1
0817228,"The Tattooist",5.1
2187884,"Escape from Tomorrow",5.2
2093270,"The Returned",5.9
2463512,"Hateship Loveship",6.1
0274812,"Secretary",7.1
0978764,"Sucker Punch",6.1
0264796,"Life as a House",7.5
0139809,"The Thirteenth Floor",7.0
1265990,"The Roommate",4.8
0459387,"The Great Ecstasy of Robert Carmichael",5.0
0113043,"The Fear",3.4
0117060,"Mission: Impossible",7.1
0437179,"See No Evil",5.1
0107247,"Jack the Bear",6.5
0472205,"Watching the Detectives",6.5
0120881,"Vermin",6.0
0250638,"PTU",6.9
0970529,"The Devil Dared Me To",5.6
2274604,"Eat with Me",7.1
2229377,"Enter the Dangerous Mind",5.1
0197256,"The Atrocity Exhibition",5.8
1807944,"As I Lay Dying",5.4
2023714,"Sun Don't Shine",6.3
0961728,"The Escapist",6.8
1144815,"Son of Morning",4.0
0352925,"Tongan Ninja",6.2
1139282,"Stolen Lives",6.2
0109446,"The Client",6.7
0114798,"Unstrung Heroes",6.8
0101889,"The Fisher King",7.6
0848537,"Epic",6.7
1769383,"A Big Love Story",6.4
0393775,"Simon",8.0
1667353,"Mirror Mirror",5.6
0382077,"Hide and Seek",5.9
0491747,"Away from Her",7.6
1673434,"The Twilight Saga: Breaking Dawn - Part 2",5.5
4158624,"About Ray",4.9
0361841,"Little Black Book",5.2
2938956,"The Transporter Refueled",5.1
0116477,"Hamlet",7.8
2016335,"Walter",5.4
0268200,"Brigham City",7.2
0100054,"Lord of the Flies",6.4
0162348,"Goat on Fire and Smiling Fish",7.6
0488988,"Chapter 27",5.8
1254978,"Daylight",5.4
0379265,"Outing Riley",6.5
0113670,"A Little Princess",7.7
0818170,"The Little Traitor",7.0
0141105,"Free Enterprise",7.0
0113627,"Leaving Las Vegas",7.6
1033643,"What Happens in Vegas",6.1
0281373,"Snow Dogs",5.1
0101324,"American Friends",6.6
0410603,"Sidekick",5.5
0169333,"Trans",5.9
2363449,"The House Across the Street",3.6
1560954,"Gun",3.8
0422783,"Music Within",7.4
1114712,"Brúðguminn",6.7
1131742,"Mutants",2.4
1491044,"The Iceman",6.9
1081929,"Aquele Querido Mês de Agosto",7.0
0901494,"Life Is Hot in Cracktown",6.2
0118604,"An American Werewolf in Paris",5.1
0110215,"Jungleground",5.4
0102002,"Hard Promises",5.9
1636826,"Project X",6.7
2556874,"Plastic",6.0
1774358,"El cartel de los sapos",6.5
1381413,"Pete Smalls Is Dead",5.1
0156460,"Defying Gravity",6.7
0120382,"The Truman Show",8.1
0105128,"Pet Sematary II",4.7
0107146,"The Hour of the Pig",6.8
0914863,"Unthinkable",7.1
0419984,"Mr. Woodcock",5.1
0981042,"Like Dandelion Dust",7.1
0099878,"Jetsons: The Movie",5.5
0454839,"Broken",4.9
0397044,"Blood and Chocolate",5.5
1323973,"The Trials of Cate McCall",6.3
1562871,"Ra.One",4.8
0790804,"The Comebacks",4.1
0835418,"The Babymakers",5.0
0124595,"Return to Paradise",6.9
0105175,"Beyond Justice",4.5
0470055,"Open Water 2: Adrift",5.1
1476250,"Cher Ami... ¡y yo!",6.7
0134912,"Provocateur",4.8
0120812,"Rush Hour",6.9
2443022,"Dark Mountain",4.4
0118735,"Blackrock",6.4
0489049,"Fanboys",6.6
0316824,"In Enemy Hands",6.0
2070852,"The Happy House",4.5
0292610,"No Good Deed",5.5
0111454,"Tom & Viv",6.5
0388364,"Red Dust",6.9
0118691,"The Beautician and the Beast",5.3
0116692,"Jenseits der Stille",7.5
1980209,"Pain & Gain",6.5
1467088,"Sweet Karma",5.3
1101675,"Lake Tahoe",6.7
2010976,"Devoured",5.5
1329404,"The Mine",3.8
1225831,"Historias extraordinarias",8.2
0275170,"The 4th Tenor",5.2
0106697,"Demolition Man",6.6
0317740,"The Italian Job",7.0
0102343,"Love Potion No. 9",5.6
1424327,"Einayim Petukhoth",7.4
3318750,"Adult Beginners",5.5
0484877,"The Pleasure of Your Company",5.7
0337585,"Bomb the System",6.6
0265591,"Pumpkin",6.3
0119715,"Mousehunt",6.4
1602476,"Badmaa$h Company",6.0
1181840,"Jack et la mécanique du coeur",7.0
0305973,"Sonny",5.7
0455195,"Saam cha hau",5.9
3726704,"Experimenter",6.6
2101570,"In the Blood",5.8
0414982,"Final Destination 3",5.8
0112435,"The Baby-Sitters Club",5.7
1859603,"The Guest House",3.6
0343663,"Eros",6.0
1705952,"Tarzan",4.8
0111180,"Sibak",5.7
0765430,"American Zombie",5.1
0126810,"Bedrooms and Hallways",6.6
0102510,"The Naked Gun 2½: The Smell of Fear",6.8
1499666,"Kimssi pyoryugi",8.2
1486192,"The Raven",6.4
0470732,"Bernard and Doris",6.6
0397401,"Drop Dead Sexy",5.0
0113492,"Judge Dredd",5.4
2397521,"Der Mondmann",6.3
0104922,"Motorama",6.4
1259521,"The Cabin in the Woods",7.0
2515030,"Escobar: Paradise Lost",6.6
0104346,"Gladiator",6.4
0116488,"Hard Core Logo",7.5
1781775,"Beneath the Darkness",4.5
3663040,"Heatstroke",4.8
1536410,"Faces in the Crowd",5.7
0412298,"Tout pour plaire",6.1
0243736,"40 Days and 40 Nights",5.6
0273689,"It's All About Love",5.5
0103923,"Captain America",3.3
0452598,"Cheaper by the Dozen 2",5.4
1294213,"Solitary Man",6.4
1130884,"Shutter Island",8.1
0309377,"Blood Work",6.4
2544766,"Michiel de Ruyter",7.2
0124555,"Finding North",6.5
2230358,"Curse of Chucky",5.6
1563738,"One Day",7.0
0886531,"Shades of Ray",7.3
1568337,"Loosies",6.2
2552498,"Jack the Giant Killer",2.2
0454876,"Life of Pi",8.0
0415489,"American Crude",3.8
0339071,"Girls Will Be Girls",6.9
0396592,"Fat Albert",4.3
0139388,"It Had to Be You",5.7
0253867,"The Sweetest Thing",5.1
0859163,"The Mummy: Tomb of the Dragon Emperor",5.2
1094241,"Bride Flight",7.1
0313737,"Two Weeks Notice",6.1
3922810,"Santa Claws",3.2
1451762,"Tournée",6.6
0268380,"Ice Age",7.6
1001526,"Megamind",7.3
0465666,"What's Up, Scarlet?",6.2
0804516,"P2",5.9
1405365,"Celeste & Jesse Forever",6.7
1686821,"Vampire Academy",5.6
1726669,"Killer Joe",6.7
0108350,"Night Terrors",3.1
0882977,"Snitch",6.5
0102116,"The Indian Runner",7.2
0796339,"On Broadway",6.9
2322441,"Fifty Shades of Grey",4.1
0168786,"Antwone Fisher",7.3
2623502,"Getting Go, the Go Doc Project",7.1
0146838,"Any Given Sunday",6.8
1571409,"Parked",6.9
0109034,"Above Suspicion",6.8
3824458,"Tangerine",7.1
0134067,"The Rugrats Movie",5.9
2245188,"Contest",5.6
0113276,"Headless Body in Topless Bar",4.7
0118556,"Addicted to Love",6.1
0219171,"Ripley Under Ground",6.1
1217213,"Secret of the Wings",7.2
0172396,"The End of the Affair",7.2
1087461,"Megan Is Missing",5.0
0435696,"The Mechanik",5.7
1690470,"Gekijouban Poketto monsutâ: Daiamondo & Pâru - Gen'ei no hasha Zoroâku",6.2
3464902,"The Lobster",7.2
0306734,"Le divorce",4.9
1772271,"Frankie Go Boom",6.0
0901481,"Eichmann",5.9
0268397,"Jimmy Neutron: Boy Genius",6.0
0272087,"Vallen",5.9
2393817,"Hard Shoulder",3.7
0250202,"All Over the Guy",6.6
0486028,"Thr3e",5.1
0160620,"Oxygen",6.1
0160127,"Charlie's Angels",5.5
0878835,"Please Give",6.6
0120888,"The Wedding Singer",6.8
1071203,"Reflections",4.8
0100152,"Mindwarp",5.2
1566501,"For Greater Glory: The True Story of Cristiada",6.6
1843840,"A Última Vez Que Vi Macau",6.4
0117959,"La tregua",6.7
0358273,"Walk the Line",7.9
1012804,"Redbelt",6.8
1638355,"The Man from U.N.C.L.E.",7.3
0120767,"The Naked Man",5.3
1297298,"Salvage",5.1
0155267,"The Thomas Crown Affair",6.8
1290472,"Dragon Hunter",3.7
3541080,"Pod",4.3
0410626,"Slingshot",4.7
0408318,"Voksne mennesker",7.2
3850214,"Dope",7.3
0119062,"The End of Violence",5.6
1629705,"Blackthorn",6.6
0217287,"Boricua's Bond",3.8
0331632,"Scooby-Doo 2: Monsters Unleashed",4.9
0119211,"Going to Kansas City",5.7
1014774,"A Shine of Rainbows",7.2
2267998,"Gone Girl",8.1
0166276,"Monkeybone",4.7
0386117,"Where the Wild Things Are",6.8
0113200,"Gospa",5.2
2820852,"Furious Seven",7.3
1717724,"The Wise Kids",6.3
0102210,"Killer Tomatoes Eat France!",3.4
1153693,"Broken Kingdom",6.0
2115295,"Ginger & Rosa",6.3
0199650,"Jill Rips",3.9
0443559,"Killshot",6.1
0420293,"The Stanford Prison Experiment",6.9
2968804,"Drive Hard",4.3
1227789,"Rites of Spring",4.5
0450188,"La môme",7.7
0105885,"Zebrahead",6.3
0955308,"Robin Hood",6.7
1563719,"Hunt to Kill",5.2
0462359,"Incubus",3.1
0276276,"Lawless Heart",6.9
0963966,"The Sorcerer's Apprentice",6.1
2721152,"P-51 Dragon Fighter",2.9
1342403,"Na pude aneb Kdo má dneska narozeniny?",6.3
0906665,"Sukiyaki Western Django",6.3
0116621,"In Love and War",6.0
1654523,"Night Train to Lisbon",6.8
0489212,"The Living Wake",6.4
0396271,"When Will I Be Loved",4.5
0121297,"Fraternity Demon",4.1
0110216,"Junior",4.5
1857842,"Redd Inc.",5.8
0117653,"Silent Trigger",5.6
0357585,"Decoys",4.6
2130270,"The Mule",6.4
2799166,"The Pyramid",4.7
0297884,"Far from Heaven",7.4
0101273,"The Adjuster",6.8
0377713,"Cube Zero",5.7
2717860,"The Riot Club",6.0
1821680,"Don gato y su pandilla",4.8
0948470,"The Amazing Spider-Man",7.0
0963743,"Angus, Thongs and Perfect Snogging",6.4
0290334,"X2",7.5
0355702,"Lords of Dogtown",7.1
0105291,"Ruby",5.5
0180207,"Stranger in My House",5.4
1674784,"Trespass",5.3
0246677,"Heaven",7.1
2282016,"The Possession of Michael King",5.7
0100403,"Predator 2",6.2
0099753,"Ten to Chi to",7.2
1735898,"Snow White and the Huntsman",6.1
1085507,"The Square",6.8
0120627,"Carnival of Souls",3.3
0300620,"Xi yang tian shi",6.8
0110490,"Men of War",5.7
0101391,"Baby on Board",4.6
1934195,"The Occupants",3.7
1233576,"Reykjavík-Rotterdam",6.8
0114008,"Nothing to Lose",5.8
0116778,"Kingpin",6.9
0445620,"Paradise Now",7.5
1697920,"Fly Away",6.2
3513054,"Last Days in the Desert",6.6
1619037,"Nice Guy Johnny",6.3
0116762,"Keys to Tulsa",5.2
2201221,"Some Girl(s)",4.6
0102768,"Regarding Henry",6.7
0432314,"Leningrad",6.1
2036376,"Girls Against Boys",4.8
0363504,"Bigger Than the Sky",6.1
0448157,"Hancock",6.4
0417433,"Annapolis",5.8
0498399,"We Own the Night",6.9
0906783,"The 27 Club",7.0
2717822,"Blackhat",5.4
0110997,"The River Wild",6.3
0437857,"Behind the Mask: The Rise of Leslie Vernon",6.8
0314431,"Hope Springs",5.4
3344922,"Hungry Hearts",6.4
1477855,"Hyde Park on Hudson",5.9
0758798,"Weirdsville",6.5
1582198,"Axed",3.7
0401248,"Beautiful Boxer",7.3
0120088,"Wicked",5.3
0103759,"Bad Lieutenant",7.1
0756672,"The Killing Floor",5.6
1686018,"Creature",3.7
0104309,"Frozen Assets",3.5
0158811,"Muppets from Space",6.2
0210299,"Songcatcher",7.3
2567712,"Starred Up",7.4
4779296,"Piled Higher and Deeper: Still in Grad School",7.7
2073070,"Saheb Biwi Aur Gangster",7.2
1152836,"Public Enemies",7.0
1951264,"The Hunger Games: Catching Fire",7.6
0466839,"I Could Never Be Your Woman",6.1
0160429,"The King and I",4.0
0110322,"Legends of the Fall",7.5
0212346,"Miss Congeniality",6.1
0311110,"It Runs in the Family",5.6
0399146,"A History of Violence",7.5
3573598,"London Road",5.3
2312718,"Homefront",6.5
0108473,"The Vanishing",6.3
0213203,"Rugrats in Paris: The Movie - Rugrats II",6.1
0112715,"Congo",5.0
0109575,"Death Machine",5.7
0116367,"From Dusk Till Dawn",7.3
1288502,"Hangtime - Kein leichtes Spiel",6.2
0181316,"Blue Streak",6.3
2141777,"Crawlspace",4.8
3097084,"Camp Takota",7.0
0365737,"Syriana",7.0
0358349,"Agent Cody Banks 2: Destination London",4.5
3099498,"Tusk",5.4
1047445,"Big Game",4.3
1094666,"Hamill",7.2
0114241,"Reckless",5.0
1135968,"Dean Spanley",7.3
0385017,"In My Father's Den",7.7
1024255,"Wild Child",6.1
2162709,"Scooby-Doo! Music of the Vampire",6.5
0167456,"Thunderbirds",4.2
0188506,"Le château des singes",5.6
1431065,"Forget Me Not",6.6
0452625,"Good Luck Chuck",5.6
0790724,"Jack Reacher",7.0
0104743,"Live Wire",5.6
0118787,"Buddy",4.8
0280969,"My Little Eye",5.6
1456661,"Jing wu feng yun: Chen Zhen",6.3
0972883,"Red",7.1
0246875,"Purely Belter",6.7
0498353,"Hostel: Part II",5.4
0200027,"Riding in Cars with Boys",6.4
1185393,"Island",5.9
0118158,"White Squall",6.6
0492463,"In Between Days",6.3
0120102,"Seven Years in Tibet",7.0
0112508,"Billy Madison",6.4
0494864,"Tenderness",5.5
0252444,"Rabbit-Proof Fence",7.5
1082868,"Quarantine",6.0
0453548,"Snow Angels",6.9
1217426,"Easier with Practice",6.5
0457342,"Evil Behind You",1.7
0425236,"Mary",5.9
0462392,"LOL",4.8
0101745,"Doc Hollywood",6.1
0103239,"Wedlock",5.9
0317042,"One Point O",6.2
0449061,"London",6.6
0810922,"Take Me Home Tonight",6.3
3740778,"Shan he gu ren",7.0
0105480,"Storyville",5.8
1365483,"Main Street",4.7
0452644,"Lucky Miles",7.2
0102741,"Queens Logic",5.9
0251370,"Rennie's Landing",5.6
0183649,"Phone Booth",7.1
1226271,"The Damned United",7.6
1712578,"The Devil's Rock",5.7
0113188,"Gold Diggers: The Secret of Bear Mountain",6.0
0109835,"Frank & Jesse",5.9
0783522,"Vilniaus getas",6.9
0284490,"Showtime",5.5
0111359,"Tall Tale",5.8
0138703,"Phantasm IV: Oblivion",5.7
0112849,"Desert Winds",5.7
0134619,"Disturbing Behavior",5.5
0483631,"Gettin' It",3.5
0765432,"Der Baader Meinhof Komplex",7.4
0110455,"A Man of No Importance",6.9
0482527,"It's a Boy Girl Thing",6.3
0125664,"Man on the Moon",7.4
2247432,"Go for Sisters",6.3
1561457,"Double Down",3.1
1393020,"Sex & Drugs & Rock & Roll",6.6
0120176,"The Spanish Prisoner",7.3
1311071,"Kill Your Darlings",6.5
0833960,"Gardens of the Night",7.0
0118863,"Clay Pigeons",6.6
0381270,"Ils se marièrent et eurent beaucoup d'enfants",6.6
1865567,"Wrong Turn 4: Bloody Beginnings",4.5
2494362,"Bone Tomahawk",7.1
1543566,"New Year",5.5
1640548,"Rampart",5.8
0307453,"Shark Tale",6.0
1462411,"Big Sur",5.9
0304141,"Harry Potter and the Prisoner of Azkaban",7.8
3816458,"Dead Rising",5.2
1907614,"Alter Egos",5.2
0099557,"Fear",6.3
0110978,"The Return of the Texas Chainsaw Massacre",3.1
2950236,"The Living",6.3
2781832,"The Borderlands",5.8
0278487,"Hotel",4.4
0119891,"Phantoms",5.4
0196857,"Play It to the Bone",5.4
2364842,"The Ouija Experiment",3.5
0243759,"The American Astronaut",7.2
1480656,"Cosmopolis",5.0
0343996,"The Lost City",6.7
2357129,"Jobs",5.9
0307987,"Bad Santa",7.1
4163668,"The Eichmann Show",6.6
0206963,"My First Mister",7.3
0417741,"Harry Potter and the Half-Blood Prince",7.5
0138353,"Cement",6.4
0291341,"Mean Machine",6.5
0109445,"Clerks",7.8
0118708,"Beverly Hills Ninja",5.5
0446013,"Pathfinder",5.4
0798817,"13",6.1
3090670,"Advantageous",6.4
0452032,"Kocken",5.7
0109195,"Back in Action",5.5
0973785,"The Bridge to Nowhere",5.6
1410063,"Jin ling shi san chai",7.6
1678051,"Soldiers of Fortune",4.3
0444653,"Keeping Mum",6.8
0116882,"Lilies - Les feluettes",7.6
0139564,"Regarde la mer",6.9
1742044,"Jersey Boys",6.9
0375782,"Gone, But Not Forgotten",5.9
1844643,"Creep Van",4.0
